kategory,kelas,cover_buku,judul_bab,subjudul_bab,abstrak,use_case,materi,soal,link
SD,4,Matematika untuk SD/MI Kelas IV,Bab 5: Bangun Datar,"['Ciri-ciri Bangun Datar', 'Komposisi Bangun Datar', 'Dekomposisi Bangun Datar']","Bab ini mendalami jenis-jenis segi banyak (poligon), membezakan segi banyak beraturan dan tidak beraturan, serta teknik menyusun beberapa bangun menjadi bentuk baru.",['Membuat reka bentuk mozek lantai atau memecah bentuk rumah menjadi gabungan persegi dan segitiga.'],"['Segi Banyak: Mengenal bangun tertutup yang dibatasi oleh garis lurus.', 'Sudut dan Sisi: Mengelompokkan bangun berdasarkan jumlah sudut dan panjang sisinya.', 'Tangram: Permainan menyusun potongan bangun datar menjadi pelbagai bentuk kreatif.']","['Bangun datar yang semua sisinya sama panjang dan semua sudutnya sama besar disebut...', 'a. Segi banyak tidak beraturan', 'b. Segi banyak beraturan', 'c. Lingkaran', 'd. Garis lurus', 'Contoh segi banyak beraturan adalah...', 'a. Persegi panjang', 'b. Segitiga sembarang', 'c. Segi enam beraturan', 'd. Layang-layang', 'Segitiga memiliki jumlah sudut sebanyak...', 'a. 2', 'b. 3', 'c. 4', 'd. 5']",https://buku.kemendikdasmen.go.id/katalog/Matematika-untuk-SDMI-Kelas-IV 
SD,4,Matematika untuk SD/MI Kelas IV,Bab 6: Piktogram dan Diagram Batang,"['Mengumpulkan Data', 'Menyajikan Data dalam Piktogram', 'Membaca Diagram Batang']",Bab ini mengajarkan cara mengolah data mentah menjadi maklumat visual yang mudah difahami melalui simbol gambar (piktogram) dan batang vertikal/horizontal.,['Menganalisis jenis sampah yang paling banyak dikumpulkan semasa aktiviti kerja bakti sekolah.'],"['Tabulasi: Menyusun data hasil survei ke dalam tabel frekuensi.', 'Piktogram: Menggunakan satu gambar untuk mewakili jumlah tertentu (misal 1 gambar=5 orang).', 'Interpretasi: Membandingkan data tertinggi, terendah, dan selisih antar kategori pada graf']","['Jika 1 gambar mewakili 2 buku, maka 5 gambar buku mewakili ... buah buku.', 'a. 5', 'b. 7', 'c. 10', 'd. 12', 'Pada diagram batang, tinggi batang menunjukkan...', 'a. Nama data', 'b. Jumlah atau frekuensi', 'c. Warna data', 'd. Judul diagram', 'Manakah yang paling mudah digunakan untuk membandingkan jumlah data secara cepat?', 'a. Catatan tulisan', 'b. Diagram batang', 'c. Foto kegiatan', 'd. Cerita lisan']",https://buku.kemendikdasmen.go.id/katalog/Matematika-untuk-SDMI-Kelas-IV 
SD,5,Matematika untuk SD/MI Kelas V,Bab 1: Bilangan Cacah sampai 1.000.000,"['Membaca dan Menulis Bilangan Cacah Besar', 'Nilai Tempat', 'Membandingkan dan Mengurutkan Bilangan Besar']","Bab ini berfokus pada penguasaan bilangan cacah hingga skala satu juta, memperdalam pemahaman nilai tempat hingga ratus ribuan, serta melatih kemampuan estimasi dan perbandingan angka dalam konteks data besar.",['Menghitung jumlah bantuan dana sosial atau membaca data statistik jumlah pengunjung tempat wisata dalam satu tahun.'],"['Skala Jutaan: Mengenal posisi angka hingga tujuh digit.', 'Komposisi Angka: Memahami bahwa 1.000.000 adalah kumpulan dari 10 ratus ribuan.', 'Strategi Estimasi: Membulatkan angka besar untuk mempermudah perhitungan cepat.']","[""Lambang bilangan dari 'tiga ratus lima puluh ribu dua ratus' adalah..."", 'a. 350.020', 'b. 305.200', 'c. 350.200', 'd. 352.000', 'Angka 7 pada bilangan 724.150 menempati nilai tempat...', 'a. Puluh ribuan', 'b. Ratus ribuan', 'c. Jutaan', 'd. Ribuan', 'Manakah yang lebih besar dari 675.000?', 'a. 657.000', 'b. 674.999', 'c. 675.100', 'd. 607.500']",https://buku.kemendikdasmen.go.id/katalog/matematika-untuk-sdmi-kelas-v 
SD,5,Matematika untuk SD/MI Kelas V,Bab 2: Operasi Hitung Bilangan Cacah,"['Penjumlahan dan Pengurangan Bilangan Besar', 'Perkalian dan Pembagian', 'Operasi Hitung Campuran']","Bab ini menjelaskan teknik perhitungan efisien untuk bilangan besar, mencakup penggunaan sifat komutatif, asosiatif, dan distributif, serta urutan pengerjaan operasi campuran (Kabataku).",['Menghitung anggaran belanja sekolah atau membagi rata inventaris buku ke beberapa perpustakaan daerah.'],"['Perkalian Bersusun: Mengalikan angka tiga digit dengan dua digit secara presisi.', 'Pembagian dengan Sisa: Memahami konsep hasil bagi dan sisa pembagian pada angka ribuan.', 'Aturan Operasi: Mendahulukan kurung, perkalian/pembagian, baru penjumlahan/pen']","['Hasil dari 2.500 x 40 adalah...', 'a. 10.000', 'b. 100.000', 'c. 1.000.000', 'd. 25.000', 'Hasil dari 100+50 x 2 adalah...', 'a. 300', 'b. 200', 'c. 150', 'd. 250', 'Jika 1.200 : 30=n, maka nilai n adalah...', 'a. 4', 'b. 40', 'c. 400', 'd. 4.000']",https://buku.kemendikdasmen.go.id/katalog/matematika-untuk-sdmi-kelas-v 
SD,5,Matematika untuk SD/MI Kelas V,Bab 3: KPK dan FPB,"['Kelipatan dan Faktor', 'Bilangan Prima', 'Menentukan KPK dan FPB']","Bab ini membahas tentang sifat-sifat bilangan, mengenalkan bilangan prima sebagai dasar faktorisasi, serta metode mencari Kelipatan Persekutuan Terkecil (KPK) dan Faktor Persekutuan Terbesar (FPB).",['Menentukan jadwal les bersama dua teman yang berbeda hari atau membagi paket sembako ke dalam plastik dengan jumlah isi yang sama banyak.'],"['Pohon Faktor: Menggunakan faktorisasi prima untuk mengurai bilangan.', 'KPK: Digunakan untuk mencari titik temu dua kejadian yang berulang.', 'FPB: Digunakan untuk pembagian barang secara adil dalam jumlah maksimal.']","['Bilangan prima antara 1 sampai 10 adalah...', 'a. 1, 2, 3, 5', 'b. 2, 3, 5, 7', 'c. 3, 5, 7, 9', 'd. 2, 4, 6, 8', 'KPK dari 6 dan 8 adalah...', 'a. 12', 'b. 18', 'c. 24', 'd. 48', 'FPB dari 12 dan 18 adalah...', 'a. 2', 'b. 3', 'c. 6', 'd. 12']",https://buku.kemendikdasmen.go.id/katalog/matematika-untuk-sdmi-kelas-v 
SD,5,Matematika untuk SD/MI Kelas V,Bab 4: Pecahan,"['Penjumlahan dan Pengurangan Pecahan', 'Pecahan Campuran', 'Desimal dan Persen']","Bab ini memperdalam operasi hitung pada pecahan dengan penyebut berbeda, memperkenalkan pecahan campuran, serta konversi antara pecahan, desimal, dan persen.",['Menghitung sisa tepung setelah digunakan untuk membuat kue atau menghitung diskon belanja di toko.'],"['Penyamaan Penyebut: Menggunakan KPK untuk menjumlahkan pecahan tidak sejenis.', 'Desimal: Memahami nilai tempat persepuluhan dan perseratusan.', 'Persen: Konsep per seratus dalam konteks potongan harga atau bunga.']","['Hasil dari 1/2+1/4 adalah...', 'a. 2/4', 'b. 3/4', 'c. 2/6', 'd. 1/6', 'Bentuk desimal dari 3/4 adalah...', 'a. 0,3', 'b. 0,5', 'c. 0,75', 'd. 0,8', '25% jika diubah ke pecahan paling sederhana menjadi...', 'a. 1/2', 'b. 1/3', 'c. 1/4', 'd. 1/5']",https://buku.kemendikdasmen.go.id/katalog/matematika-untuk-sdmi-kelas-v 
SD,5,Matematika untuk SD/MI Kelas V,Bab 5: Pengumuman dan Pengukuran,"['Sudut dan Jenisnya', 'Pengukuran Sudut dengan Busur', 'Satuan Kecepatan dan Debit']","Bab ini memperkenalkan konsep sudut dan cara mengukurnya, serta memahami hubungan antar satuan pada konsep kecepatan (jarak/waktu) dan debit (volume/waktu).",['Mengukur kemiringan atap rumah atau menghitung waktu tempuh perjalanan mobil berdasarkan kecepatan rata-rata.'],"['Alat Ukur: Penggunaan busur derajat secara presisi.', 'Rumus Kecepatan: Memahami v=s/t.', 'Rumus Debit: Memahami kaitan volume air yang mengalir per satuan waktu.']","['Sudut yang besarnya 90 derajat disebut sudut...', 'a. Lancip', 'b. Tumpul', 'c. Siku-siku', 'd. Lurus', 'Sebuah mobil menempuh 120 km dalam 2 jam. Kecepatannya adalah...', 'a. 60 km/jam', 'b. 70 km/jam', 'c. 80 km/jam', 'd. 240 km/jam', 'Satuan yang digunakan untuk debit air adalah...', 'a. km/jam', 'b. m/detik', 'c. liter/detik', 'd. kg/menit']",https://buku.kemendikdasmen.go.id/katalog/matematika-untuk-sdmi-kelas-v 
SD,5,Matematika untuk SD/MI Kelas V,Bab 6: Keliling dan Luas Bangun Datar,"['Keliling Segiempat dan Segitiga', 'Luas Jajar Genjang dan Trapesium', 'Luas Lingkaran Dasar']","Bab ini berfokus pada penghitungan parameter fisik bangun datar, mencakup rumus keliling dan luas untuk berbagai jenis poligon serta pengenalan awal luas lingkaran.",['Menghitung jumlah pagar yang dibutuhkan untuk mengelilingi kebun atau menghitung kebutuhan ubin untuk lantai ruangan.'],"['Luas Gabungan: Memecah bentuk kompleks menjadi beberapa bangun dasar.', 'Konstanta Pi: Pengenalan 22/7 atau 3,14 dalam perhitungan lingkaran.', 'Logika Luas: Memahami bahwa luas trapesium berkaitan dengan luas persegi panjang.']","['Luas segitiga dengan alas 10 cm dan tinggi 8 cm adalah...', 'a. 80 cm2', 'b. 40 cm2', 'c. 18 cm2', 'd. 20 cm2', 'Rumus luas jajar genjang adalah...', 'a. s x s', 'b. p x l', 'c. a x t', 'd. 1/2 x a x t', 'Keliling persegi dengan sisi 5 cm adalah...', 'a. 10 cm', 'b. 15 cm', 'c. 20 cm', 'd. 25 cm']",https://buku.kemendikdasmen.go.id/katalog/matematika-untuk-sdmi-kelas-v 
SD,5,Matematika untuk SD/MI Kelas V,Bab 7: Membandingkan Ciri-Ciri Bangun Ruang,"['Sifat Kubus dan Balok', 'Prisma dan Limas', 'Tabung, Kerucut, dan Bola']","Bab ini membahas tentang klasifikasi bangun ruang berdasarkan ciri-cirinya seperti jumlah sisi (bidang), rusuk, dan titik sudut.",['Mengidentifikasi bentuk kemasan produk di supermarket atau merancang maket bangunan sederhana.'],"['Unsur Bangun Ruang: Membedakan sisi datar dan sisi lengkung.', 'Jaring-jaring: Memahami bagaimana bangun ruang jika dibongkar menjadi bidang datar.', 'Sifat Prisma: Memahami bahwa tabung adalah prisma dengan alas lingkaran.']","['Bangun ruang yang memiliki 6 sisi persegi yang sama besar adalah...', 'a. Balok', 'b. Kubus', 'c. Prisma', 'd. Limas', 'Jumlah rusuk pada sebuah balok adalah...', 'a. 6', 'b. 8', 'c. 12', 'd. 10', 'Bangun ruang yang tidak memiliki titik sudut adalah...', 'a. Kerucut', 'b. Tabung', 'c. Bola', 'd. Semua benar']",https://buku.kemendikdasmen.go.id/katalog/matematika-untuk-sdmi-kelas-v 
SD,5,Matematika untuk SD/MI Kelas V,Bab 8: Data,"['Pengumpulan Data', 'Membaca dan Membuat Diagram Garis', 'Interpretasi Data']","Bab ini berfokus pada pengolahan data statistik, khususnya penggunaan diagram garis untuk melihat tren atau perkembangan data dari waktu ke waktu.",['Mencatat perkembangan tinggi badan siswa setiap bulan atau memantau naik turunnya suhu udara selama satu minggu.'],"['Tabel Turus: Teknik mencatat frekuensi data secara cepat.', 'Tren Data: Membaca kenaikan atau penurunan pada grafik garis.', 'Kesimpulan: Menentukan data tertinggi, terendah, dan rata-rata sederhana.']","['Diagram yang paling cocok untuk menunjukkan perkembangan data dari waktu ke waktu adalah...', 'a. Diagram Lingkaran', 'b. Diagram Batang', 'c. Diagram Garis', 'd. Piktogram', 'Selisih data tertinggi dan terendah disebut...', 'a. Rata-rata', 'b. Rentang', 'c. Modus', 'd. Median', 'Jika grafik garis terus naik, artinya data tersebut mengalami...', 'a. Penurunan', 'b. Kenaikan', 'c. Tetap', 'd. Tidak stabil']",https://buku.kemendikdasmen.go.id/katalog/matematika-untuk-sdmi-kelas-v 
SD,5,Matematika untuk SD/MI Kelas V,Bab 9: Bilangan Cacah Sampai Juta (Review & Proyek),"['Pengulangan Materi Bilangan Besar', 'Proyek Matematika', 'Evaluasi Akhir']","Bab ini merupakan integrasi dari seluruh pemahaman bilangan di kelas 5, menekankan pada penerapan proyek nyata dan evaluasi kesiapan siswa menuju jenjang kelas 6.",['Merancang simulasi bisnis kecil atau menyusun laporan statistik sederhana tentang lingkungan sekolah.'],"['Aplikasi Proyek: Menggunakan matematika dalam situasi simulasi dunia nyata.', 'Pengayaan: Tantangan soal logika yang lebih kompleks.', 'Refleksi: Menilai bagian mana yang paling dikuasai selama satu tahun ajaran.']","['Satu juta jika ditulis dalam angka adalah...', 'a. 100.000', 'b. 1.000.000', 'c. 10.000.000', 'd. 1.000', 'Jumlah penduduk Kabupaten Sumba Barat tahun 2021 sebanyak 149.641 jiwa. Bilangan tersebut dibaca...', 'a. Seratus empat puluh sembilan ribu enam ratus empat', 'b. Empat ratus sembilan belas ribu enam ratus empat puluh satu', 'c. Seratus empat puluh sembilan ribu enam ratus empat puluh satu', 'd. Seratus empat puluh sembilan ribu enam ratus empat belas', 'Bilangan yang merupakan jumlah dari 8 ratus ribuan, 5 puluh ribuan, 7 ribuan, 2 ratusan, 5 puluhan, dan 9 satuan adalah...', 'a. 85.725.900', 'b. 805.725.9', 'c. 857.259', 'd. 850.725']",https://buku.kemendikdasmen.go.id/katalog/matematika-untuk-sdmi-kelas-v 
SD,6,Matematika untuk SD/MI Kelas VI,Bab 1: Pecahan dan Desimal,"['Perkalian Pecahan', 'Pembagian Pecahan', 'Bilangan Desimal']","Bab ini mendalami operasi hitung perkalian dan pembagian pada pecahan serta bilangan desimal, termasuk cara mengubah bentuk pecahan menjadi desimal dan sebaliknya untuk memecahkan masalah dalam kehidupan sehari-hari.","['Menghitung bagian kue yang didapat setiap orang jika setengah kue dibagi untuk tiga orang, atau menghitung total panjang kain yang dibutuhkan untuk membuat beberapa baju.']","['Perkalian Pecahan: Mengalikan pembilang dengan pembilang dan penyebut dengan penyebut.', 'Pembagian Pecahan: Mengubah operasi menjadi perkalian dengan membalik posisi pembilang dan penyebut pembagi.', 'Desimal: Menggunakan nilai tempat persepuluhan dan']","['Hasil dari 1/2 x 1/3 adalah...', 'a. 1/5', 'b. 1/6', 'c. 2/5', 'd. 2/6', 'Hasil dari 3/4 : 1/2 adalah...', 'a. 3/8', 'b. 2/3', 'c. 1 1/2', 'd. 3/2', 'Bentuk pecahan dari 0,75 adalah...', 'a. 1/2', 'b. 1/4', 'c. 3/4', 'd. 2/5']",https://buku.kemendikdasmen.go.id/katalog/matematika-untuk-sdmi-kelas-vi 
SD,6,Matematika untuk SD/MI Kelas VI,Bab 2: Rasio,"['Konsep Rasio', 'Rasio Satuan', 'Penerapan Rasio']","Bab ini memperkenalkan konsep rasio atau perbandingan antara dua besaran, cara menyatakan rasio dalam bentuk yang paling sederhana, serta menggunakan rasio satuan untuk membandingkan nilai dalam konteks ekonomi dan sains.",['Membandingkan harga barang dengan berat yang berbeda untuk mencari mana yang lebih murah atau menentukan komposisi campuran cat.'],"['Pengertian Rasio: Membandingkan dua kuantitas dengan satuan yang sama atau berbeda.', 'Rasio Satuan: Menentukan nilai untuk satu unit (misal: harga per 1 kg).', 'Skala: Penerapan rasio dalam membaca peta atau denah.']","['Rasio jumlah siswa laki-laki 15 dan perempuan 20 adalah...', 'a. 3 : 4', 'b. 4 : 3', 'c. 3 : 5', 'd. 5 : 4', 'Jika harga 2 kg apel adalah Rp 40.000, maka harga per kg adalah...', 'a. Rp 10.000', 'b. Rp 20.000', 'c. Rp 30.000', 'd. Rp 80.000', 'Dalam resep roti, rasio tepung dan air adalah 2:1. Jika air 500ml, maka tepung yang dibutuhkan...', 'a. 250 ml', 'b. 500 ml', 'c. 1.000 ml', 'd. 1.500 ml']",https://buku.kemendikdasmen.go.id/katalog/matematika-untuk-sdmi-kelas-vi 
SD,6,Matematika untuk SD/MI Kelas VI,Bab 3: Kubus dan Balok,"['Jaring-jaring Kubus dan Balok', 'Luas Permukaan', 'Volume Kubus dan Balok']","Bab ini berfokus pada analisis geometris bangun ruang kubus dan balok, mulai dari mengidentifikasi jaring-jaringnya, menghitung total luas permukaan, hingga menentukan kapasitas ruang (volume).",['Menghitung berapa banyak kertas kado yang dibutuhkan untuk membungkus kotak kado atau menghitung volume air dalam akuarium.'],"['Luas Permukaan: Menjumlahkan seluruh luas sisi-sisi bangun ruang.', 'Volume: Mengalikan luas alas dengan tinggi (V=p x l x t).', 'Jaring-jaring: Pola dua dimensi yang dapat membentuk bangun ruang.']","['Rumus volume kubus dengan sisi s adalah...', 'a. s x s', 'b. 4 x s', 'c. s x s x s', 'd. 6 x s', 'Sebuah balok memiliki panjang 5 cm, lebar 4 cm, dan tinggi 3 cm. Volumenya adalah...', 'a. 12 cm3', 'b. 20 cm3', 'c. 60 cm3', 'd. 120 cm3', 'Jumlah sisi pada bangun ruang kubus adalah...', 'a. 4', 'b. 6', 'c. 8', 'd. 12']",https://buku.kemendikdasmen.go.id/katalog/matematika-untuk-sdmi-kelas-vi 
SD,6,Matematika untuk SD/MI Kelas VI,Bab 4: Peluang,"['Percobaan dan Hasil', 'Peluang Suatu Kejadian', 'Pengambilan Keputusan']","Bab ini memperkenalkan konsep probabilitas atau peluang secara sederhana melalui percobaan acak, membantu siswa memahami kemungkinan terjadinya suatu peristiwa dan menggunakannya untuk dasar pengambilan keputusan.",['Memprediksi kemungkinan munculnya angka 6 pada pelemparan dadu atau memprediksi peluang turunnya hujan berdasarkan data cuaca.'],"['Ruang Sampel: Himpunan semua hasil yang mungkin dari suatu percobaan.', 'Titik Sampel: Setiap hasil tunggal dalam ruang sampel.', 'Skala Peluang: Nilai peluang berada di antara 0 (mustahil) hingga 1 (pasti).']","['Peluang munculnya angka pada pelemparan satu buah koin adalah...', 'a. 0', 'b. 1/2', 'c. 1', 'd. 1/4', 'Dalam satu dadu, peluang munculnya angka 7 adalah...', 'a. 0 (Mustahil)', 'b. 1/6', 'c. 1/2', 'd. 1', 'Jika dalam tas ada 3 kelereng merah dan 2 biru, peluang terambilnya kelereng merah adalah...', 'a. 1/3', 'b. 1/2', 'c. 3/5', 'd. 2/5']",https://buku.kemendikdasmen.go.id/katalog/matematika-untuk-sdmi-kelas-vi 
SMP,7,Matematika untuk SMP/MTs Kelas VII,Bab 1: Bilangan Bulat,"['Bilangan Bulat Positif dan Negatif', 'Operasi Hitung Bilangan Bulat', 'Faktor Bilangan Bulat']","Bab ini memperkenalkan konsep bilangan bulat yang mencakup bilangan negatif, cara membandingkannya pada garis bilangan, serta prosedur operasi hitung campuran yang melibatkan bilangan positif dan negatif.",['Menghitung perubahan suhu udara di puncak gunung atau menentukan posisi penyelam di bawah permukaan laut.'],"['Garis Bilangan: Memahami posisi bilangan negatif di sebelah kiri nol.', 'Operasi Hitung: Aturan penjumlahan, pengurangan, perkalian, dan pembagian bilangan bulat (termasuk aturan tanda+/-).', 'Faktor dan Kelipatan: Mengulang konsep KPK dan FPB dalam li']","['Hasil dari-12+7 adalah...', 'a. 5', 'b.-5', 'c. 19', 'd.-19', 'Hasil dari (-4) x (-3) adalah...', 'a.-12', 'b.-7', 'c. 12', 'd. 7', 'Suhu awal 5 derajat Celcius, kemudian turun 8 derajat. Suhu sekarang adalah...', 'a. 13', 'b. 3', 'c.-3', 'd.-13']",https://buku.kemendikdasmen.go.id/katalog/Matematika-untuk-SMPMTs-Kelas-VII 
SMP,7,Matematika untuk SMP/MTs Kelas VII,Bab 2: Bilangan Rasional,"['Pengertian Bilangan Rasional', 'Mengubah Pecahan ke Desimal', 'Operasi Hitung Bilangan Rasional']","Bab ini berfokus pada bilangan rasional (bilangan yang dapat dinyatakan dalam a/b), mencakup konversi bentuk bilangan serta operasi hitung pada pecahan dan desimal yang melibatkan bilangan negatif.",['Menghitung komposisi bahan kimia dalam laboratorium atau melakukan perhitungan transaksi keuangan yang melibatkan desimal.'],"['Definisi: Membedakan bilangan rasional dan irasional sederhana.', 'Estimasi: Memperkirakan nilai bilangan rasional pada garis bilangan.', 'Aritmetika Rasional: Prosedur penjumlahan dan perkalian pada berbagai bentuk pecahan dan desimal.']","['Bentuk desimal dari 3/5 adalah...', 'a. 0,3', 'b. 0,5', 'c. 0,6', 'd. 0,75', 'Manakah bilangan yang paling kecil?', 'a.-1/2', 'b.-1/4', 'c. 0', 'd. 1/4', 'Hasil dari 0,5+1/4 adalah...', 'a. 0,6', 'b. 0,75', 'c. 1,0', 'd. 1,25']",https://buku.kemendikdasmen.go.id/katalog/Matematika-untuk-SMPMTs-Kelas-VII 
SMP,7,Matematika untuk SMP/MTs Kelas VII,Bab 3: Rasio,"['Konsep Rasio', 'Rasio Senilai', 'Penerapan Rasio dalam Kehidupan']","Bab ini mendalami perbandingan dua besaran, cara menyederhanakan rasio, serta menggunakan konsep rasio senilai untuk menyelesaikan masalah skala, campuran, dan laju perubahan.",['Menentukan skala pada peta atau menghitung takaran bumbu dapur untuk porsi makanan yang berbeda.'],"['Bentuk Rasio: Menyatakan rasio dalam a:b atau a/b.', 'Skala: Hubungan antara jarak pada denah dengan jarak sebenarnya.', 'Rasio Satuan: Menghitung laju seperti kecepatan (km/jam) atau harga satuan.']","['Rasio 20 : 50 jika disederhanakan menjadi...', 'a. 1 : 2', 'b. 2 : 5', 'c. 2 : 3', 'd. 4 : 5', 'Jarak peta 2 cm, skala 1:100.000. Jarak sebenarnya adalah...', 'a. 200 m', 'b. 2 km', 'c. 20 km', 'd. 200 km', 'Harga 3 buku adalah Rp 15.000. Berapa harga 5 buku?', 'a. Rp 20.000', 'b. Rp 25.000', 'c. Rp 30.000', 'd. Rp 35.000']",https://buku.kemendikdasmen.go.id/katalog/Matematika-untuk-SMPMTs-Kelas-VII 
SMP,7,Matematika untuk SMP/MTs Kelas VII,Bab 4: Bentuk Aljabar,"['Unsur-unsur Aljabar', 'Operasi Hitung Aljabar', 'Menyederhanakan Bentuk Aljabar']","Bab ini memperkenalkan bahasa simbol matematika (variabel), konstanta, dan koefisien, serta cara melakukan operasi penjumlahan, pengurangan, dan perkalian pada bentuk aljabar sederhana.",['Menyatakan harga total belanjaan yang belum diketahui jumlah pastinya ke dalam rumus matematika.'],"['Variabel: Penggunaan huruf (x, y, a, b) untuk mewakili bilangan.', 'Suku Sejenis: Dasar melakukan penjumlahan dan pengurangan aljabar.', 'Sifat Distributif: Mengalikan konstanta dengan suku di dalam kurung.']","['Pada bentuk aljabar 3x+5, yang merupakan variabel adalah...', 'a. x', 'b. 3', 'c. 5', 'd. 3x', 'Hasil dari 4a+3a adalah...', 'a. 7', 'b. 7a', 'c. 12a', 'd. 7a2', 'Sederhanakan bentuk: 2(x+3)...', 'a. 2x+3', 'b. 2x+6', 'c. x+6', 'd. 2x+5']",https://buku.kemendikdasmen.go.id/katalog/Matematika-untuk-SMPMTs-Kelas-VII 
SMP,7,Matematika untuk SMP/MTs Kelas VII,Bab 5: Kesebangunan,"['Pengertian Kesebangunan', 'Syarat Dua Bangun Sebangun', 'Penerapan Kesebangunan']","Bab ini menjelaskan tentang hubungan antara dua bangun datar yang memiliki bentuk yang sama namun ukuran yang berbeda, dengan fokus pada perbandingan sisi-sisi yang bersesuaian.",['Memperkirakan tinggi pohon menggunakan bayangan atau memperbesar ukuran foto tanpa merusak proporsi gambar.'],"['Syarat Sebangun: Sudut yang bersesuaian sama besar dan perbandingan sisi yang bersesuaian sama.', 'Segitiga Sebangun: Penerapan khusus pada bangun segitiga.', 'Faktor Skala: Rasio perbesaran atau pengecilan objek.']","['Dua bangun dikatakan sebangun jika sudut yang bersesuaian...', 'a. Sama besar', 'b. Berbeda', 'c. Berjumlah 90 derajat', 'd. Berjumlah 180 derajat', 'Persegi A sisi 2 cm, Persegi B sisi 6 cm. Rasio kesebangunannya adalah...', 'a. 1 : 2', 'b. 1 : 3', 'c. 2 : 3', 'd. 1 : 4', 'Kesebangunan biasanya digunakan untuk membuat...', 'a. Lukisan', 'b. Maket atau miniatur', 'c. Garis bilangan', 'd. Tabel data']",https://buku.kemendikdasmen.go.id/katalog/Matematika-untuk-SMPMTs-Kelas-VII 
SMP,7,Matematika untuk SMP/MTs Kelas VII,Bab 6: Data dan Statistik,"['Rumusan Pertanyaan Statistik', 'Diagram Batang dan Lingkaran', 'Mean, Median, dan Modus']","Bab ini mengajarkan cara mengolah data statistik yang lebih kompleks, mulai dari teknik pengumpulan, penyajian dalam berbagai diagram, hingga menghitung nilai rata-rata (mean), nilai tengah (median), dan nilai yang sering muncul (modus).",['Menganalisis tren nilai ujian kelas atau menentukan rata-rata penggunaan kuota internet harian siswa.'],"['Penyajian Data: Membuat diagram lingkaran dengan perhitungan derajat/persen.', 'Ukuran Pemusatan: Perhitungan matematis Mean, Median, dan Modus.', 'Interpretasi: Mengambil kesimpulan objektif dari sebaran data.']","['Nilai yang paling sering muncul dalam data disebut...', 'a. Mean', 'b. Median', 'c. Modus', 'd. Range', 'Rata-rata dari data 6, 7, 8 adalah...', 'a. 6', 'b. 7', 'c. 8', 'd. 21', 'Jenis diagram yang menggunakan juring lingkaran disebut...', 'a. Diagram batang', 'b. Diagram garis', 'c. Diagram lingkaran', 'd. Piktogram']",https://buku.kemendikdasmen.go.id/katalog/Matematika-untuk-SMPMTs-Kelas-VII 
SMP,8,Matematika untuk SMP/MTs Kelas VIII,Bab 1: Bilangan Berpangkat,"['Sifat-sifat Eksponen', 'Bilangan Berpangkat Nol dan Negatif', 'Bentuk Akar dan Notasi Ilmiah']","Bab ini berfokus pada pemahaman mendalam tentang konsep eksponen, mulai dari definisi dasar hingga penerapannya dalam notasi ilmiah dan hubungan antara pangkat pecahan dengan bentuk akar.",['Menghitung pertumbuhan bakteri yang membelah diri secara eksponensial atau menuliskan jarak planet dalam tata surya menggunakan notasi ilmiah.'],"['Sifat Eksponen: Operasi perkalian dan pembagian pada bilangan berpangkat dengan basis yang sama.', 'Pangkat Negatif: Memahami bahwa a^-n sama dengan 1/a^n.', 'Bentuk Akar: Menyederhanakan operasi penjumlahan dan perkalian pada akar kuadrat.']","['Hasil dari 2^3 x 2^2 adalah...', 'a. 2^6', 'b. 2^5', 'c. 4^5', 'd. 4^6', 'Bentuk sederhana dari âˆš72 adalah...', 'a. 3âˆš2', 'b. 4âˆš2', 'c. 6âˆš2', 'd. 36âˆš2', 'Nilai dari 5^0 adalah...', 'a. 0', 'b. 1', 'c. 5', 'd. 10']",https://buku.kemendikdasmen.go.id/katalog/matematika-untuk-sdmi-kelas-viii 
SMP,8,Matematika untuk SMP/MTs Kelas VIII,Bab 2: Teorema Pythagoras,"['Menemukan Konsep Pythagoras', 'Triple Pythagoras', 'Penerapan Teorema Pythagoras']","Bab ini menjelaskan hubungan antara sisi-sisi pada segitiga siku-siku, cara membuktikan kebenaran teorema, serta aplikasinya dalam mencari jarak atau panjang diagonal pada bangun datar dan ruang.",['Menghitung panjang tangga yang dibutuhkan untuk mencapai ketinggian jendela tertentu atau mencari jarak terpendek antar dua titik koordinat.'],"['Rumus Utama: c^2=a^2+b^2, di mana c adalah sisi miring (hipotenusa).', 'Identifikasi Segitiga: Menggunakan kebalikan teorema untuk menentukan jenis segitiga (lancip, tumpul, siku-siku).', 'Diagonal Bidang: Mencari panjang garis miring pada persegi a']","['Jika sisi siku-siku segitiga adalah 3 cm dan 4 cm, maka panjang sisi miringnya adalah...', 'a. 5 cm', 'b. 6 cm', 'c. 7 cm', 'd. 12 cm', 'Kelompok bilangan berikut yang merupakan Triple Pythagoras adalah...', 'a. 3, 4, 6', 'b. 5, 12, 13', 'c. 7, 8, 10', 'd. 10, 15, 20', 'Sebuah tangga 10m bersandar di tembok. Jika jarak bawah tangga ke tembok 6m, tinggi tembok adalah...', 'a. 4m', 'b. 8m', 'c. 12m', 'd. 16m']",https://buku.kemendikdasmen.go.id/katalog/matematika-untuk-sdmi-kelas-viii 
